,Diagnosis_(DX),Chief_Sign,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10
3018,congenital_hair_shaft_abnormalities,hair loss,localized,non-scarring,broken_hair_shafts,dx,,,,,,
3019,alopecia_areata,hair loss,localized,non-scarring,hair_shafts_intact_or_absent,dx,,,,,,
3020,secondary_syphilis,hair loss,localized,non-scarring,hair_shafts_intact_or_absent,dx,,,,,,
3021,macule,primary skin lesion,flat,dx,,,,,,,,
3022,patch,primary skin lesion,flat,dx,,,,,,,,
3023,papule,primary skin lesion,elevated,solid,no_deep_component,dx,,,,,,
3024,plaque,primary skin lesion,elevated,solid,no_deep_component,dx,,,,,,
3025,wheals/hives,primary skin lesion,elevated,solid,no_deep_component,firm/edematous,dx,,,,,
3026,nodule,primary skin lesion,elevated,solid,deep_component,dx,,,,,,
3027,tumor,primary skin lesion,elevated,solid,deep_component,dx,,,,,,
3028,wheals/hives,primary skin lesion,elevated,solid,deep_component,transient/itchy,dx,,,,,
3029,cyst,primary skin lesion,elevated,fluid-filled_or_semi-solid-filled,dx,,,,,,,
3030,pustule,primary skin lesion,elevated,fluid-filled,purulent,dx,,,,,,
3031,vesicle,primary skin lesion,elevated,fluid-filled,non-purulent_fluid,dx,,,,,,
3032,bulla,primary skin lesion,elevated,fluid-filled,non-purulent_fluid,dx,,,,,,
3033,"crust/scab._dried_serum,_blood,_or_pus_overlying_the_lesion",secondary skin lesion,elevated,dx,,,,,,,,
3034,"scale,_dry,_thin_or_thick_flakes_of_skin_overlying_the_lesion",secondary skin lesion,elevated,dx,,,,,,,,
3035,"lichenification,_thickened_skin_with_accentuation_of_normal_skin_lines",secondary skin lesion,elevated,dx,,,,,,,,
3036,"hypertrophic_scar,_within_boundary_of_inury",secondary skin lesion,elevated,dx,,,,,,,,
3037,"keloid_scar,_extend_beyond_boundary_of_injury",secondary skin lesion,elevated,dx,,,,,,,,
3038,"atrophic_scar,_fibrotic_replacement_of_tissue_at_site_of_injury",secondary skin lesion,depressed,dx,,,,,,,,
3039,"ulcer,_complete_loss_of_epidermis_extending_into_dermis_or_deeper;_heals_with_scar",secondary skin lesion,depressed,dx,,,,,,,,
3040,"erosion,_partial_loss_of_epidermis_only;_heals_without_scar",secondary skin lesion,depressed,dx,,,,,,,,
3041,"fissure,_linear_slit-like_cleavage_of_skin",secondary skin lesion,depressed,dx,,,,,,,,
3042,"exocoriation/scratch,_linear_erosion_induced_by_scratching",secondary skin lesion,depressed,dx,,,,,,,,
3043,"aphthous_stomatitis,_recurrent,_punched_out_ulcers",mucous membrane disorder,erosions/ulcers/blisters,primary_dermatologic_diseases,dx,,,,,,,
3044,herpetic_gingivostomatitis,mucous membrane disorder,erosions/ulcers/blisters,primary_dermatologic_diseases,dx,,,,,,,
3045,pemphigus_vulgaris,mucous membrane disorder,erosions/ulcers/blisters,primary_dermatologic_diseases,dx,,,,,,,
3046,bullous_pemphigoid,mucous membrane disorder,erosions/ulcers/blisters,primary_dermatologic_diseases,dx,,,,,,,
3047,erythema_multiforme,mucous membrane disorder,erosions/ulcers/blisters,primary_dermatologic_diseases,dx,,,,,,,
3048,stevens-johnson_syndrome,mucous membrane disorder,erosions/ulcers/blisters,primary_dermatologic_diseases,dx,,,,,,,
3049,toxic_epidermal_necrolysis,mucous membrane disorder,erosions/ulcers/blisters,primary_dermatologic_diseases,dx,,,,,,,
3050,systemic_lupus_erythematosus,mucous membrane disorder,erosions/ulcers/blisters,systemic_disease,dx,,,,,,,
3051,"inflamatory_bowel_disease,_ulcerative_colitis_more_than_crohn's_disease",mucous membrane disorder,erosions/ulcers/blisters,systemic_disease,dx,,,,,,,
3052,behçet’s_syndrome,mucous membrane disorder,erosions/ulcers/blisters,systemic_disease,dx,,,,,,,
3053,candidiasis,mucous membrane disorder,white_lesions,non-neoplastic,dx,,,,,,,
3054,lichen_planus,mucous membrane disorder,white_lesions,non-neoplastic,dx,,,,,,,
3055,leukoplakia,mucous membrane disorder,white_lesions,neoplastic,dx,,,,,,,
3056,squamous_cell_carcinoma,mucous membrane disorder,white_lesions,neoplastic,dx,,,,,,,
3057,psoriasis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,discolouration,oil_drop_sign,dx,,,,,
3058,onychomycosis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,discolouration,fungal_culture,white/yellow-brown,dx,,,,
3059,pseudomonas_infection,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,discolouration,fungal_culture,green,dx,,,,
3060,junctional/melanocytic_nevus,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,discolouration,brown/black_linear_streak,dx,,,,,
3061,malignant_melanoma_under_nails,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,discolouration,brown/black_linear_streak,dx,,,,,
3062,drug-induced,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,discolouration,brown/black_linear_streak,dx,,,,,
3063,psoriasis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,pitting,dx,,,,,,
3064,alopecia_areata,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,pitting,dx,,,,,,
3065,psoriasis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,thickening,dx,,,,,,
3066,onychomycosis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,thickening,dx,,,,,,
3067,onychogryphosis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,thickening,dx,,,,,,
3068,psoriasis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,onycholysis,dx,,,,,,
3069,onychomycosis,nail disorder,primary_dermatologic_disease,nail_plate_abnormality,onycholysis,dx,,,,,,
3070,acute_paronychia,nail disorder,primary_dermatologic_disease,nail_fold_abnormality,inflammation,proximal_and_lateral,acute,dx,,,,
3071,chronic_paronychia,nail disorder,primary_dermatologic_disease,nail_fold_abnormality,inflammation,proximal_and_lateral,chronic,dx,,,,
3072,ingrown_nail,nail disorder,primary_dermatologic_disease,nail_fold_abnormality,inflammation,lateral_only,dx,,,,,
3073,sle,nail disorder,primary_dermatologic_disease,nail_fold_abnormality,telangiectasia,dx,,,,,,
3074,scleroderma,nail disorder,primary_dermatologic_disease,nail_fold_abnormality,telangiectasia,dx,,,,,,
3075,dermatomyositis,nail disorder,primary_dermatologic_disease,nail_fold_abnormality,telangiectasia,dx,,,,,,
3076,iron_deficiency_anemia,nail disorder,systemic_disease,nail_plate_abnormality,koilonychia,dx,,,,,,
3077,hyperthyroidism,nail disorder,systemic_disease,nail_plate_abnormality,onycholysis,dx,,,,,,
3078,any_sistemic_disease_severe_enough_to_transiently_halt_nail_growth,nail disorder,systemic_disease,nail_plate_abnormality,beau's_lines,dx,,,,,,
3079,chronic_lung_infection,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,bronchopulmonary_disease,dx,,,,,
3080,lung_cancer,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,bronchopulmonary_disease,dx,,,,,
3081,asbestosis,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,bronchopulmonary_disease,dx,,,,,
3082,cystic_fibrosis,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,bronchopulmonary_disease,dx,,,,,
3083,chronic_hypoxia,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,bronchopulmonary_disease,dx,,,,,
3084,cyanotic_heart_disease,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,cardiovascular_disease,dx,,,,,
3085,inflammatory_bowel_disease,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,gastrointestinal_disease,dx,,,,,
3086,gastrointestinal_cancer,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,gastrointestinal_disease,dx,,,,,
3087,hyperthyroidism,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,endocrine_disease,dx,,,,,
3088,human_inmunodeficiency_syndrome,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,other,dx,,,,,
3089,congenital_defect,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,other,dx,,,,,
3090,sle,nail disorder,systemic_disease,nail_fold_abnormality,dx,,,,,,,
3091,scleroderma,nail disorder,systemic_disease,nail_fold_abnormality,dx,,,,,,,
3092,dermatomyositis,nail disorder,systemic_disease,nail_fold_abnormality,dx,,,,,,,
3093,medications,nail disorder,systemic_disease,nail_bed_abnormality,blue_discoloration,dx,,,,,,
3094,wilson's_disease,nail disorder,systemic_disease,nail_bed_abnormality,blue_discoloration,dx,,,,,,
3095,silver_poisoning,nail disorder,systemic_disease,nail_bed_abnormality,blue_discoloration,dx,,,,,,
3096,cyanosis,nail disorder,systemic_disease,nail_bed_abnormality,blue_discoloration,dx,,,,,,
3097,liver_cirrhosis,nail disorder,systemic_disease,nail_bed_abnormality,white_discoloration,terry's_nails,dx,,,,,
3098,congestive_heart_failure,nail disorder,systemic_disease,nail_bed_abnormality,white_discoloration,terry's_nails,dx,,,,,
3099,diabetes_mellitus,nail disorder,systemic_disease,nail_bed_abnormality,white_discoloration,terry's_nails,dx,,,,,
3100,chronic_renal_failure,nail disorder,systemic_disease,nail_bed_abnormality,white_discoloration,half-and-half_nails,dx,,,,,
3101,uremia,nail disorder,systemic_disease,nail_bed_abnormality,white_discoloration,half-and-half_nails,dx,,,,,
3102,nephrotic_syndrome,nail disorder,systemic_disease,nail_bed_abnormality,white_discoloration,muehrecke's_lines,dx,,,,,
3103,bacterial_endocarditis,nail disorder,systemic_disease,nail_bed_abnormality,red_discoloration,dx,,,,,,
3104,trauma,nail disorder,systemic_disease,nail_bed_abnormality,red_discoloration,dx,,,,,,
3105,bronchiectasis,nail disorder,systemic_disease,nail_plate_abnormality,clubbing,bronchopulmonary_disease,dx,,,,,
3106,diabetes_mellitus,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3107,cholestatic_liver_disease,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3108,chronical_renal_failure/uremia,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3109,hypothyroidism,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3110,hyperthyroidism,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3111,lymphoma,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3112,leukemia,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3113,polycythemia_rubra_vera,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3114,essential_throbocythemia,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3115,myelodisplastic_syndrome,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3116,delusions_of_parasitosis,pruritus,no_primary_skin_lesion,dx,,,,,,,,
3117,xerosis,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3118,atopic_dermatitis,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3119,nummular_dermatitis,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3120,seborrheic_dermatitis,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3121,stasis_dermatitis,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3122,psoriasis,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3123,lichen_planus,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3124,infestations,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3125,arthtopod_bites,pruritus,primary_skin_lesion,macules/papules/plaques,dx,,,,,,,
3126,varicella_zoster,pruritus,primary_skin_lesion,vesicles/bullae,dx,,,,,,,
3127,dermatitis_herpetiformis,pruritus,primary_skin_lesion,vesicles/bullae,dx,,,,,,,
3128,bullous_pemphigoid,pruritus,primary_skin_lesion,vesicles/bullae,dx,,,,,,,
3129,urticaria,pruritus,primary_skin_lesion,wheals/hives,dx,,,,,,,
3130,atopic_dermatitis,skin rash,eczematous,dx,,,,,,,,
3131,atopic_dermatitis,skin rash,eczematous,dx,,,,,,,,
3132,atopic_dermatitis,skin rash,eczematous,dx,,,,,,,,
3133,nummular_dermatitis,skin rash,eczematous,dx,,,,,,,,
3134,seborrheic_dermatitis,skin rash,eczematous,dx,,,,,,,,
3135,stasis_dermatitis,skin rash,eczematous,dx,,,,,,,,
3136,dyshindrotic_eczema,skin rash,eczematous,dx,,,,,,,,
3137,irritant,skin rash,eczematous,"contact_dermatitis,_well_demarcated_erythema,_papules,_vesicles,_erosions_scaling_confined_to_area_of_contact._",dx,,,,,,,
3138,allergic,skin rash,eczematous,"contact_dermatitis,_well_demarcated_erythema,_papules,_vesicles,_erosions_scaling_confined_to_area_of_contact._",dx,,,,,,,
3139,psoriasis,skin rash,papulosquamous,dx,,,,,,,,
3140,lichen_planus,skin rash,papulosquamous,dx,,,,,,,,
3141,pityriasis_rosea,skin rash,papulosquamous,dx,,,,,,,,
3142,tinea_(ring_worm),skin rash,papulosquamous,dx,,,,,,,,
3143,secondary_syphilis,skin rash,papulosquamous,dx,,,,,,,,
3144,discoid_lupus_erythematous,skin rash,papulosquamous,dx,,,,,,,,
3145,acne_vulgaris,skin rash,pustular,acneiform,dx,,,,,,,
3146,acne_rosacea,skin rash,pustular,acneiform,comedones_absent,dx,,,,,,
3147,perioral_dermatitis,skin rash,pustular,acneiform,comedones_absent,dx,,,,,,
3148,folliculitis,skin rash,pustular,infectious,dx,,,,,,,
3149,impetigo,skin rash,pustular,infectious,dx,,,,,,,
3150,candidiasis,skin rash,pustular,infectious,dx,,,,,,,
3151,urticaria,skin rash,reactive,dx,,,,,,,,
3152,erythema_nodosum,skin rash,reactive,dx,,,,,,,,
3153,erythema_multiforme,skin rash,reactive,dx,,,,,,,,
3154,pemphigus_vulgaris,skin rash,vesiculobullous,"vesicles_fragile/easily_ruptured,_intraepidermal_blisters,_possibly_crusts/erosions",inflammatory,dx,,,,,,
3155,pemphigus_foliaceus,skin rash,vesiculobullous,"vesicles_fragile/easily_ruptured,_intraepidermal_blisters,_possibly_crusts/erosions",inflammatory,dx,,,,,,
3156,varicella_zoster,skin rash,vesiculobullous,"vesicles_fragile/easily_ruptured,_intraepidermal_blisters,_possibly_crusts/erosions",infectious,dx,,,,,,
3157,herpes_zoster,skin rash,vesiculobullous,"vesicles_fragile/easily_ruptured,_intraepidermal_blisters,_possibly_crusts/erosions",infectious,dx,,,,,,
3158,herpes_simplex,skin rash,vesiculobullous,"vesicles_fragile/easily_ruptured,_intraepidermal_blisters,_possibly_crusts/erosions",infectious,dx,,,,,,
3159,bullous_impetigo,skin rash,vesiculobullous,"vesicles_fragile/easily_ruptured,_intraepidermal_blisters,_possibly_crusts/erosions",infectious,dx,,,,,,
3160,contact_dermatitis,skin rash,vesiculobullous,"vesicles_fragile/easily_ruptured,_intraepidermal_blisters,_possibly_crusts/erosions",reaction_to_agent,dx,,,,,,
3161,bullous_pemphigoid,skin rash,vesiculobullous,"vesicles_not_fragile/not_easily_ruptured,_subepidermal_blisters,_tense_intact_blisters",inflammatory,dx,,,,,,
3162,mucous_membrane_pemphigoid,skin rash,vesiculobullous,"vesicles_not_fragile/not_easily_ruptured,_subepidermal_blisters,_tense_intact_blisters",inflammatory,dx,,,,,,
3163,dermatitis_herpetiformis,skin rash,vesiculobullous,"vesicles_not_fragile/not_easily_ruptured,_subepidermal_blisters,_tense_intact_blisters",inflammatory,dx,,,,,,
3164,bullous_systemic_lupus_erythematous,skin rash,vesiculobullous,"vesicles_not_fragile/not_easily_ruptured,_subepidermal_blisters,_tense_intact_blisters",inflammatory,dx,,,,,,
3165,porphyria_cutanea_tarda,skin rash,vesiculobullous,"vesicles_not_fragile/not_easily_ruptured,_subepidermal_blisters,_tense_intact_blisters",metabolic,dx,,,,,,
3166,diabetic_bullae,skin rash,vesiculobullous,"vesicles_not_fragile/not_easily_ruptured,_subepidermal_blisters,_tense_intact_blisters",metabolic,dx,,,,,,
3167,phototoxic_drug_eruption,skin rash,vesiculobullous,"vesicles_not_fragile/not_easily_ruptured,_subepidermal_blisters,_tense_intact_blisters",reaction_to_agent,dx,,,,,,
3168,trauma,skin ulcer by etiology,physical,dx,,,,,,,,
3169,pressure,skin ulcer by etiology,physical,dx,,,,,,,,
3170,radiation,skin ulcer by etiology,physical,dx,,,,,,,,
3171,arterial_insufficiency,skin ulcer by etiology,vascular,dx,,,,,,,,
3172,venous_insufficiency,skin ulcer by etiology,vascular,dx,,,,,,,,
3173,vasculitis,skin ulcer by etiology,vascular,dx,,,,,,,,
3174,sickle_cell_anemia,skin ulcer by etiology,hematologic,hemoglobinopathy,dx,,,,,,,
3175,thalessemia,skin ulcer by etiology,hematologic,hemoglobinopathy,dx,,,,,,,
3176,cryoglobullinemia,skin ulcer by etiology,hematologic,other,dx,,,,,,,
3177,squamous_cell_carcinoma,skin ulcer by etiology,neoplastic,dx,,,,,,,,
3178,basal_cell_carcinoma,skin ulcer by etiology,neoplastic,dx,,,,,,,,
3179,melanoma,skin ulcer by etiology,neoplastic,dx,,,,,,,,
3180,mycosis_fungoides,skin ulcer by etiology,neoplastic,dx,,,,,,,,
3181,diabetic_neuropathy,skin ulcer by etiology,neurological,dx,,,,,,,,
3182,tabes_dorsalis,skin ulcer by etiology,neurological,dx,,,,,,,,
3183,factitious_disorder,skin ulcer by etiology,neurological,dx,,,,,,,,
3184,delusions_of_parasitosis,skin ulcer by etiology,neurological,dx,,,,,,,,
3185,leishmaniasis,skin ulcer by etiology,infectious,protozoan,dx,,,,,,,
3186,herpes_simplex,skin ulcer by etiology,infectious,viral,dx,,,,,,,
3187,tuberculosis,skin ulcer by etiology,infectious,bacterial,dx,,,,,,,
3188,syphilis,skin ulcer by etiology,infectious,bacterial,dx,,,,,,,
3189,chlamydia_trachomatis,skin ulcer by etiology,infectious,bacterial,dx,,,,,,,
3190,klebsiella_granulomatis,skin ulcer by etiology,infectious,bacterial,dx,,,,,,,
3191,histoplasmosis,skin ulcer by etiology,infectious,fungal,dx,,,,,,,
3192,coccidioidomycosis,skin ulcer by etiology,infectious,fungal,dx,,,,,,,
3193,cryptococcosis,skin ulcer by etiology,infectious,fungal,dx,,,,,,,
3194,pyoderma_gangrenosum,skin ulcer by etiology,metabolic,dx,,,,,,,,
3195,diabetic_dermopathy,skin ulcer by etiology,metabolic,dx,,,,,,,,
3196,necrobiosis_lipoidica,skin ulcer by etiology,metabolic,dx,,,,,,,,
3197,coumadin,skin ulcer by etiology,drugs,dx,,,,,,,,
3198,heparin,skin ulcer by etiology,drugs,dx,,,,,,,,
3199,bleomycin,skin ulcer by etiology,drugs,dx,,,,,,,,
3200,herpes_simplex,skin ulcer by location,genitals,painful,dx,,,,,,,
3201,haemophilus_ducreyi,skin ulcer by location,genitals,painful,dx,,,,,,,
3202,behçet’s_syndrome,skin ulcer by location,genitals,painful,dx,,,,,,,
3203,pemphigus_vulgaris,skin ulcer by location,genitals,painful,dx,,,,,,,
3204,lichen_sclerosis,skin ulcer by location,genitals,painful,dx,,,,,,,
3205,erosive_lichen_planus,skin ulcer by location,genitals,painful,dx,,,,,,,
3206,primary_syphilis,skin ulcer by location,genitals,painless,dx,,,,,,,
3207,granuloma_inguinale,skin ulcer by location,genitals,painless,dx,,,,,,,
3208,lymphogranuloma_venereum,skin ulcer by location,genitals,painless,dx,,,,,,,
3209,squamous_cell_carcinoma,skin ulcer by location,head/neck,neoplastic,dx,,,,,,,
3210,basal_cell_carcinoma,skin ulcer by location,head/neck,neoplastic,dx,,,,,,,
3211,melanoma,skin ulcer by location,head/neck,neoplastic,dx,,,,,,,
3212,pyoderma_gangrenosum,skin ulcer by location,head/neck,metabolic,dx,,,,,,,
3213,wegner's_granulomatosis,skin ulcer by location,head/neck,vascular,dx,,,,,,,
3214,radiation,skin ulcer by location,head/neck,vascular,dx,,,,,,,
3215,pressure,skin ulcer by location,lower_legs/feet,physical,dx,,,,,,,
3216,trauma,skin ulcer by location,lower_legs/feet,physical,dx,,,,,,,
3217,radiation,skin ulcer by location,lower_legs/feet,physical,dx,,,,,,,
3218,arterial_insufficiency,skin ulcer by location,lower_legs/feet,vascular,dx,,,,,,,
3219,vascular_insufficiency,skin ulcer by location,lower_legs/feet,vascular,dx,,,,,,,
3220,vasculitis,skin ulcer by location,lower_legs/feet,vascular,dx,,,,,,,
3221,diabetic_neuropathy,skin ulcer by location,lower_legs/feet,neurological,dx,,,,,,,
3222,tabes_dorsalis,skin ulcer by location,lower_legs/feet,neurological,dx,,,,,,,
3223,pyoderma_gangrenosum,skin ulcer by location,lower_legs/feet,metabolic,dx,,,,,,,
3224,diabetic_dermopathy,skin ulcer by location,lower_legs/feet,metabolic,dx,,,,,,,
3225,necrobiosis_lipoidica,skin ulcer by location,lower_legs/feet,metabolic,dx,,,,,,,
