UID,Diagnosis_(DX),Diagnosis_(DX)_Notes,Page,Type,Chief_Sign,Cheif_Sign_Notes,Clinical_Pearl,General_Notes,Life_Threatening,Definitions,Level_1,Level_1_Notes,Level_2,Level_2_Notes,Level_3,Level_3_Notes,Level_4,Level_4_Notes,Level_5,Level_5_Notes,Level_6,Level_6_Notes,Level_7,Level_7_Notes,Level_8,Level_8_Notes,Level_9,Level_9_Notes,Level_10
nan,cryptorchidism,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",testicular_,"sperm production problem, high fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,varicocele,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",testicular_,"sperm production problem, high fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mumps_orchitis,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",testicular_,"sperm production problem, high fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,"radiation,_infection,_drugs,_trauma,_torsion",nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",testicular_,"sperm production problem, high fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,kallmann_syndrome,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",pre-testicular__,"hypogonadotrophic hypogonadism, low fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,suppression_of_gonadotropins,"e.g. hyperprolactinemia, hypothyroidism, drugs, tumor, infection, trauma",207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",pre-testicular__,"hypogonadotrophic hypogonadism, low fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,anabolic_steroids,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_production_,"non-obstructive azoospermia, low testosterone",pre-testicular__,"hypogonadotrophic hypogonadism, low fsh/lh",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,antibodies_from_infection,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_motility_,abnormal semen analysis,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vasectomy,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_transport_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cystic_fibrosis_gene_mutation,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_transport_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,post-infectious_obstruction,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_transport_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ejaculatory_duct_cysts,e.g. prostate,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_transport_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,kartagener_syndrome,nan,207,obstetrical,infertility,failure to conceive following > 1 year of unprotected sexual intercourse,nan,nan,nan,nan,male,0.35,sperm_transport_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,placental_abruption,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,uteroplacental_factors_,nan,uteroplacental_dysfunction_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,placental_infarction,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,uteroplacental_factors_,nan,uteroplacental_dysfunction_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,chorioamnionitis,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,uteroplacental_factors_,nan,uteroplacental_dysfunction_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,post-dates_pregnancy,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,uteroplacental_factors_,nan,uteroplacental_dysfunction_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hyperstimulation,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,uteroplacental_factors_,nan,excessive_uterine_activity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,placental_abruption,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,uteroplacental_factors_,nan,excessive_uterine_activity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fetal_anemia,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,decreased_fetal_o2_carrying_capacity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,carboxyhemoglobin,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,decreased_fetal_o2_carrying_capacity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,intrauterine_growth_restriction,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,decreased_fetal_o2_carrying_capacity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,prematurity,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,decreased_fetal_o2_carrying_capacity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fetal_sepsis,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,decreased_fetal_o2_carrying_capacity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,oligohydramnios,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,cord_compression,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cord_prolapse,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,cord_compression,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cord_entanglement,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,fetal_factors,nan,cord_compression,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fever,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,maternal_medical_conditions_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vasculopathy,"sle, type 1 diabetes mellitus, htn",208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,maternal_medical_conditions_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hyperthyroidism,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,maternal_medical_conditions_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,antiphospholipid_syndrome,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,maternal_medical_conditions_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hypotension,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_uterine_blood_flow_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,anesthesia,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_uterine_blood_flow_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,maternal_positioning,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_uterine_blood_flow_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,carboxyhemoglobin,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_maternal_o2_carrying_capacity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,maternal_anemia,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_maternal_o2_carrying_capacity_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,smoking,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_maternal_arterial_o2_tension_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hypoventilation,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_maternal_arterial_o2_tension_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,respiratory_disease,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_maternal_arterial_o2_tension_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,seizure,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_maternal_arterial_o2_tension_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,trauma,nan,208,obstetrical,factors affecting fetal oxygenation,,nan,nan,nan,nan,maternal_factors_,nan,decreased_maternal_arterial_o2_tension_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,distended_bladder,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,genitourinary_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,bladder_cancer,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,genitourinary_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pelvic_kidney,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,genitourinary_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,peritoneal_cyst,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,genitourinary_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,appendiceal_abscess,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,gastrointestinal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,diverticular_abscess,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,gastrointestinal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,diverticulosis,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,gastrointestinal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,rectal/colon_cancer,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,non-gynecologic_,nan,gastrointestinal,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,ovarian_ectopic_pregnancy,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,pregnant,nan,ovary,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,tubal_ectopic_pregnancy,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,pregnant,nan,fallopian_tube,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,intrauterine_pregnancy,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,pregnant,nan,uterus,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fibroid,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,uterus,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,adenomyosis,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,uterus,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,neoplasm,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,uterus,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pyometra,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,uterus,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hematometra,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,uterus,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,tubo-­ovarian_abscess,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,fallopian_tube,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,paratubal_cyst,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,fallopian_tube,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,neoplasm,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,fallopian_tube,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,pyosalpinx,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,fallopian_tube,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hydrosalpinx,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,fallopian_tube,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,hydrosalpinx,nan,209,obstetrical,pelvic mass,do pelvic u/s,nan,nan,nan,nan,gynecologic,nan,non-pregnant,nan,ovary_,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,follicular_cyst,nan,210,obstetrical,ovarian mass,,nan,nan,nan,nan,functional,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,corpus_lutein_cyst,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,functional,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,theca_lutein_cyst,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,functional,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,polycystic_ovary,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,hyperplastic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,endometrioid_cyst,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,hyperplastic,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,fibroma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,benign_neoplasms,nan,sex_cord_stromal_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,thecoma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,benign_neoplasms,nan,sex_cord_stromal_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,granulosa_cell_tumor,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,benign_neoplasms,nan,sex_cord_stromal_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mature_teratoma,may be cystic,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,benign_neoplasms,nan,germ_cell,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,gonadoblastoma,can become malignant,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,benign_neoplasms,nan,germ_cell,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,serous_cystadenoma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,benign_neoplasms,nan,epithelial,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mucinous_cystadenoma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,benign_neoplasms,nan,epithelial,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,breast,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,metastases,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,krukenberg_tumor,gastrointestinal metastasis,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,metastases,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,granulosa_cell_tumor,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,sex_cord_stromal_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,sertoli_cell,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,sex_cord_stromal_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,sertoli-leydig,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,sex_cord_stromal_,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,dysgerminoma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,germ_cell,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,immature_teratoma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,germ_cell,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,yolk_sac,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,germ_cell,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,serous_cystadenocarcinoma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,epithelial,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,mucinous_cystadenocarcinoma,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,epithelial,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,endometrioid,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,epithelial,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,clear_cell,nan,210,obstetrical,ovarian mass,nan,nan,nan,nan,nan,malignant_neoplasms_,nan,epithelial,nan,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,uterine_prolapse,nan,211,obstetrical,pelvic organ prolapse,"herniation of one or more pelvic organs. risk factors: genetics, multiparity, operative vaginal delivery, obesity, increasing age, estrogen deficiency, pelvic floor neurogenic damage (i.e. surgical), strenuous activity (i.e. weight bearing)",nan,nan,nan,nan,uterus_,"sensation of object “falling out of vagina,” possible lower back pain",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cervical_prolapse,nan,211,obstetrical,pelvic organ prolapse,"herniation of one or more pelvic organs. risk factors: genetics, multiparity, operative vaginal delivery, obesity, increasing age, estrogen deficiency, pelvic floor neurogenic damage (i.e. surgical), strenuous activity (i.e. weight bearing)",nan,nan,nan,nan,uterus_,"sensation of object “falling out of vagina,” possible lower back pain",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,vaginal_vault_prolapse,nan,211,obstetrical,pelvic organ prolapse,"herniation of one or more pelvic organs. risk factors: genetics, multiparity, operative vaginal delivery, obesity, increasing age, estrogen deficiency, pelvic floor neurogenic damage (i.e. surgical), strenuous activity (i.e. weight bearing)",nan,nan,nan,nan,vaginal_apex_,"pelvic pressure, urinary retention, stress incontinence",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cystourethrocele,nan,211,obstetrical,pelvic organ prolapse,"herniation of one or more pelvic organs. risk factors: genetics, multiparity, operative vaginal delivery, obesity, increasing age, estrogen deficiency, pelvic floor neurogenic damage (i.e. surgical), strenuous activity (i.e. weight bearing)",nan,nan,nan,nan,bladder_,"slow urinary stream, stress incontinence, bladder neck hypermobility",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,cystocele,anterior prolapse,211,obstetrical,pelvic organ prolapse,"herniation of one or more pelvic organs. risk factors: genetics, multiparity, operative vaginal delivery, obesity, increasing age, estrogen deficiency, pelvic floor neurogenic damage (i.e. surgical), strenuous activity (i.e. weight bearing)",nan,nan,nan,nan,bladder_,"slow urinary stream, stress incontinence, bladder neck hypermobility",dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,enterocele,nan,211,obstetrical,pelvic organ prolapse,"herniation of one or more pelvic organs. risk factors: genetics, multiparity, operative vaginal delivery, obesity, increasing age, estrogen deficiency, pelvic floor neurogenic damage (i.e. surgical), strenuous activity (i.e. weight bearing)",nan,nan,nan,nan,bowel/rectum_,defecatory symptoms,dx,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
